Referencia;Cant. disponible;Notas ítem;Bodega;LINEA DE NEGOCIO;CLASIFICACION;MARCA;
SIRAYL;0.00;SIRENA DIGITAL MICROPROCESADA Y DIRECCIONABLE (CON AISLADOR DE CORTOCIRCUITO) . LUZ ESTROBOSCOPICA. 105 DBM EN54-23;105;03 - DETECCION DE INCENDIOS;0305 - MODULOS Y ACCESORIOS                    ;0012 - COFEM                                   ;
A30XHA;0.00;DETECTOR ÓPTICO - TÉRMICO,  ANALÓGICO  DIRECCIONABLE.EN54-7;101;03 - DETECCION DE INCENDIOS;0304 - DETECTORES                              ;0012 - COFEM                                   ;
A30XHA;0.00;DETECTOR ÓPTICO - TÉRMICO,  ANALÓGICO  DIRECCIONABLE.EN54-7;103;03 - DETECCION DE INCENDIOS;0304 - DETECTORES                              ;0012 - COFEM                                   ;
DH-PFS3226-24ET-240;0.00;SWITCH POE CAPA2 24 PUERTOS 100MBPS 2 PUERTOS HASTA 60W RESTANTES A 30W TOTAL MAX 240W;101;02 - CCTV;0302 - CABLEADO                                ;0010 - DAHUA                                   ;
DS-7332HUHI-K4;0.00;DVR 32CH TURBO 8MP 4BAHIA/10TB H.265+ ANALITICAS HDMI 4K METAL;101;02 - CCTV;0207 - GRABADORES ANALOGOS                     ;0002 - HIKVISION                               ;
DS-PK1-E-WB;0.00;TECLADO INALAMBRICO COMPATIBLE CON PANELES DE ALARMA;101;04 - CONTROL DE ACCESO;0101 - ALARMA COMUNITARIA                      ;0002 - HIKVISION                               ;
DH-HAC-HFW1200RN-0280B-S3;20.00;"BALA PLASTICA WATER-PROOF 4 EN 1 HDCVI, 1080P,1/2.7"" CMOS,2.8MM,12IR LEDS 20M,SMART IR, 0.02LUX,IP67";101;02 - CCTV;0202 - CAMARAS ANALOGAS                        ;0010 - DAHUA                                   ;
MSTAY;17.00;MÓDULO MASTER ANALÓGICO MICROPROCESADO Y DIRECCIONABLE (CON AISLADOR DE CORTOCIRCUITO) PARA MANEJO DE SEÑALES EXTERNAS.EN54-18;101;03 - DETECCION DE INCENDIOS;0305 - MODULOS Y ACCESORIOS                    ;0012 - COFEM                                   ;
MSTAY;1.00;MÓDULO MASTER ANALÓGICO MICROPROCESADO Y DIRECCIONABLE (CON AISLADOR DE CORTOCIRCUITO) PARA MANEJO DE SEÑALES EXTERNAS.EN54-18;105;03 - DETECCION DE INCENDIOS;0305 - MODULOS Y ACCESORIOS                    ;0012 - COFEM                                   ;
DH-IPC-HDW1431T1P-A-0280B-S4-QH2;0.00;CAMARA IP DOMO SEMIMETALICO 1/3 CMOS 4MP@30FPS LENTE 2,8MM FOV 101° WDR 120DB IR 30M H.265+ IP67 MIC;101;02 - CCTV;0203 - CAMARAS IP                              ;0010 - DAHUA                                   ;
DH-IPC-HDW1431T1P-A-0280B-S4-QH2;1.00;CAMARA IP DOMO SEMIMETALICO 1/3 CMOS 4MP@30FPS LENTE 2,8MM FOV 101° WDR 120DB IR 30M H.265+ IP67 MIC;105;02 - CCTV;0203 - CAMARAS IP                              ;0010 - DAHUA                                   ;
DH-HAC-T3A21N-VF;0.00;"DOMO PLASTICO+METAL HDCVI/CVBS, 1080P, 1/2.7"" CMOS, LENTE VARIFOCAL DE 2,7MM A 12MM, IR LEDS 30M";101;02 - CCTV;0202 - CAMARAS ANALOGAS                        ;0010 - DAHUA                                   ;
DS-2CE76H0T-ITPFS;0.00;CAMARA TURBO 5MP TURRET  MICROFONO INCORPORADO  AUDIO COAXIAL 2.8MM  0.01 LUX/ F1.2  DNR EXIR 2.0  SMART IR 20M IR PLASTICA;101;02 - CCTV;0202 - CAMARAS ANALOGAS                        ;0002 - HIKVISION                               ;
DS-2CE76H0T-ITPFS;0.00;CAMARA TURBO 5MP TURRET  MICROFONO INCORPORADO  AUDIO COAXIAL 2.8MM  0.01 LUX/ F1.2  DNR EXIR 2.0  SMART IR 20M IR PLASTICA;103;02 - CCTV;0202 - CAMARAS ANALOGAS                        ;0002 - HIKVISION                               ;
DHI-VTO2000A;0.00;CÁMARA V. PORTERO 1.3MP CMOS H:90°. ACERO INOXIDABLE  PANEL, IP54,IK07 VISIÓN NOCTURNA BOTÓN DE LLAMADA DIRECTA.;101;04 - CONTROL DE ACCESO;0402 - CITOFONIA                               ;0010 - DAHUA                                   ;
DH-HAC-HFW1509TLMN-LED-0360B-S2;0.00;CAMARA 4 EN 1 TIPO BALA SEMIMETALICA FULLCOLOR 5MP@25FPS LENTE 3,6MM FOV 84° WDR LED 40M IP67;101;02 - CCTV;0202 - CAMARAS ANALOGAS                        ;0010 - DAHUA                                   ;
IDS-7232HQHI-M2;1.00;DVR 32CH TURBO 4MP Llite 2 BAHIA/ 10TB H.265+  ANALITICAS AUDIO POR COAXITRON SALIDA DE VIDEO 1080P ENTRADA Y SALIDA DE ALARMA AcuSense;101;02 - CCTV;0207 - GRABADORES ANALOGOS                     ;0002 - HIKVISION                               ;
DH-SD59225UN-HNI;1.00;PTZ IP,2MP STAR CMOS,ZOOM25X,AU.TRACKING,VIDEO ANALITICA,WDR120DB,STARLIGHT,4IR150M,ALAR2/1,IP66,POE;101;02 - CCTV;0206 - DOMOS PTZ                               ;0010 - DAHUA                                   ;
DH-IPC-HFW1431T1N-ZS-S4;0.00;CAMARA IP BALA SEMIMETALICA 4MP LENTE MOTOR. 2,8 - 12MM FOV 98° - 31° DWDR IR 50M H.265+ POE IP67;101;02 - CCTV;0203 - CAMARAS IP                              ;0010 - DAHUA                                   ;
DH-HAC-HFW2501TN-Z-A;3.00;"BALA METALICA, HDCVI/CVBS,5MP, 1/2,8"" CMOS, MOTORIZADO 2,7-13,5MM, 4 IR LEDS 80MTS, MIC IMCORPORADO";101;02 - CCTV;0202 - CAMARAS ANALOGAS                        ;0010 - DAHUA                                   ;
N-DH-IPC-HDW2431TN-ZS-S2;0.00;CAMARA IP TIPO DOMO METALICO 4MP@20FPS LENTE MOTOR. 2,7-13,5MM IP67 WDR H.265+ IR 50M 2 IVS POE;101;02 - CCTV;0203 - CAMARAS IP                              ;0010 - DAHUA                                   ;
PFT1200;0.00;INYECTOR / EXTENSOR  POE;101;02 - CCTV;0201 - ACCESORIOS CCTV                         ;0010 - DAHUA                                   ;
DS-3E0106P-E/M;0.00;SWITCH POE DE 4 PUERTOS NO ADMINISTRABLE 35W;101;05 - TRANSMISION;0504 - TRANSMISION                             ;0002 - HIKVISION                               ;
DH-SD49225XAN-HNR-S2;0.00;DOMO PTZ IP AI 2MP@60FPS ZOOM 25X WDR 120DB_x000D_ H265+ IP66 IR 100M POE. SOPORTE SIN FUENTE.;101;02 - CCTV;0206 - DOMOS PTZ                               ;0010 - DAHUA                                   ;
LMB180Z;2.00;SOPORTE EN Z PARA ELECTROIMAN LM1802;101;04 - CONTROL DE ACCESO;0405 - MECANISMOS DE ACCIONAMIENTO             ;0009 - ZK TECO                                 ;
DHI-NVR2208-4KS2;0.00;NVR 8CH H.265 DECODIFICACION 1CH@4K O 4CH@2MP_x000D_ AB ENTRADA 80MBPS 2 SATA 6TB 1 HDMI 1 RJ45;101;02 - CCTV;0208 - GRABADORES IP                           ;0010 - DAHUA                                   ;
DHI-ASI1212A(V2);0.00;CONTROLADORA INTERIOR, SOPORTA TARJETA, HUELLA, CONTRASEÑA Y COMBINACIÓN, PROTOCOLO TCP/IP;101;04 - CONTROL DE ACCESO;0403 - CONTROLADORAS                           ;0010 - DAHUA                                   ;
DHI-NVR2216-4KS2;0.00;NVR 16CH H.265 DECODIFICACION 1CH@4K O 4CH@2MP_x000D_ AB ENTRADA 80MBPS 2 SATA 1 HDMI;101;02 - CCTV;0208 - GRABADORES IP                           ;0010 - DAHUA                                   ;
DH-HAC-D1A51N-0280B;0.00;"Domo Plastico HDCVI/CVBS, 5mP, 1/2.7"" CMOS, 2.8mm, IR LEDs 20m,";101;02 - CCTV;0202 - CAMARAS ANALOGAS                        ;0010 - DAHUA                                   ;
INBIO260PROBOX;0.00;PACKAGEB - CONTROL ACCESO 2 PUERTAS 20000 HUELLAS 60000 TARJETAS WEIGAND 26 BITS TCP/IP+GABINETE;101;04 - CONTROL DE ACCESO;0403 - CONTROLADORAS                           ;0009 - ZK TECO                                 ;
UHF10FPRO;0.00;LECTORA UHF 902-928MHZ HASTA 8M INTERFACES WIEGAND Y RS485 CARCASA ALUMINIO IP66;101;04 - CONTROL DE ACCESO;0404 - LECTORAS                                ;0009 - ZK TECO                                 ;
UHF1TAG3;100.00;TAG UHF ENCRIPTADA FRECUENCIA 902?928MHZ DIMENSIONES 249X13.8X18MM 0.5MM;101;04 - CONTROL DE ACCESO;0401 - ACCESORIOS DE ACCESO                    ;0001 - GENERICO                                ;
DH-IPC-HFW2431TN-ZS-S2;0.00;CAMARA IP TIPO BALA METALICA 4MP@20FPS LENTE_x000D_ MOTOR. 2,7-13,5MM IP67 WDR 120DB H.265+ IR 60M 2IVS POE;101;02 - CCTV;0203 - CAMARAS IP                              ;0010 - DAHUA                                   ;
DH-IPC-HFW2431TN-ZS;0.00;BALA IP METÁLICA IR4MP,1/3”CMOS,MOTORIZADO2.7MM~1 3,5MM,IVS H.265+/H.264/ONVIF,20FPS@4M, 4SMART IR60M;101;02 - CCTV;0203 - CAMARAS IP                              ;0010 - DAHUA                                   ;
DH-HAC-HFW1509TN-LED-0360B-S2;0.00;CAMARA 4 EN 1 TIPO BALA METALICA FULLCOLOR 5MP@25FPS LENTE 3,6MM FOV 88° WDR LED 20M IP67;101;02 - CCTV;0202 - CAMARAS ANALOGAS                        ;0010 - DAHUA                                   ;
PB4060R;0.00;BARRERA VEHICULAR BRAZO DE 6M CON DETECTOR DE MASA Y LAZO DE 100M SENTIDO DERECHO;101;04 - CONTROL DE ACCESO;0405 - MECANISMOS DE ACCIONAMIENTO             ;0009 - ZK TECO                                 ;
THC-B140-M;2.00;CAMARA TURBO 4MP EXT MINI BALA D/NF2.8 EXIR IR20m IP66 METAL HILOOK;101;02 - CCTV;0202 - CAMARAS ANALOGAS                        ;0002 - HIKVISION                               ;
DS-2CE56D0T-VFIR3F;0.00;CAMARA TURBO 1080P TURRET VARIFOCAL 0.01LUX F2.8-12mm IR40m IP66 HIKVISION;101;02 - CCTV;0202 - CAMARAS ANALOGAS                        ;0002 - HIKVISION                               ;
LMB280U;0.00;SOPORTE EN U PARA ELECTROIMAN LM2802;101;04 - CONTROL DE ACCESO;0405 - MECANISMOS DE ACCIONAMIENTO             ;0009 - ZK TECO                                 ;
1010-000;1.00;KIT DE PRISMAS DE LARGA DISTANCIA (3 UNIDADES) PARA BEAN DETECTORS F1 Y F5000;101;03 - DETECCION DE INCENDIOS;0305 - MODULOS Y ACCESORIOS                    ;0024 - FFE LTD                                 ;
DS-PWA48-KIT-WB;1.00;KITI INALAMBRICO AXIOM PRO 48Z;101;01 - DETECCION ROBO;0105 - PANELES DE ALARMA                       ;0002 - HIKVISION                               ;
DS-PWA48-KIT-WB;0.00;KITI INALAMBRICO AXIOM PRO 48Z;201;01 - DETECCION ROBO;0105 - PANELES DE ALARMA                       ;0002 - HIKVISION                               ;
DS-PWA48-KIT-WB;0.00;KITI INALAMBRICO AXIOM PRO 48Z;103;01 - DETECCION ROBO;0105 - PANELES DE ALARMA                       ;0002 - HIKVISION                               ;
DS-PDMC-EG2-WB;3.00;CONTACTO MAGNÉTICO INALÁMBRICO + 2 ZONAS PARA AGREGAR SENSORES CABLEADOS 433 MHZ;101;01 - DETECCION ROBO;0103 - DETECTORES                              ;0002 - HIKVISION                               ;
DS-PDP15P-EG2-WB;0.00;SENSOR DE ALARMAR PIR RANGO DE DETECCION 15 MTRS ANGULO 85.9° COBERTURA INMUNIDAD A MASCOTAS HASTA 30KG;101;01 - DETECCION ROBO;0103 - DETECTORES                              ;0002 - HIKVISION                               ;
DS-PS1-E-WB(ROJO);0.00;SIRENA INALAMBRICA PARA EXTERIOR 433MHZ CIFRADO AES-128 IP65;101;01 - DETECCION ROBO;0103 - DETECTORES                              ;0002 - HIKVISION                               ;
CS-CV310-A0-1C2WFR(2.8mm);0.00;CAMARA WI FI EXTERIORES  C3WN BALA 2MP WIFI VISION NOCTURA 30 METROS RECEPCION DE AUDIO   IP66;101;02 - CCTV;0205 - CONSUMER                                ;0002 - HIKVISION                               ;
CS-C3N-A0-3G2WFL1;0.00;CAMARA WIFI EXTERIOR 2 MP FULL COLOR IR 30m AUDIO DETECCION DE PERSONAS SD HASTA 256GB/ IP67 H,265;101;02 - CCTV;0202 - CAMARAS ANALOGAS                        ;0002 - HIKVISION                               ;
DHI-NVR4208-4KS2-L;0.00;NVR 8CH H.265 DECODIFICACION 2CH@4K U 8CH@2MP AB ENTRADA 128MBPS 2 SATA 1 HDMI;101;02 - CCTV;0208 - GRABADORES IP                           ;0010 - DAHUA                                   ;
PTZ-T4225I-D;0.00;CAMARA PTZ TURBO 1080P 25XZOOM 120DB IR100M 24VDC DWDR IP66 HILOOK;101;02 - CCTV;0206 - DOMOS PTZ                               ;0002 - HIKVISION                               ;
DS-2CE56D0T-IT3F(C)(2.8MM);7.00;CAMARA TURBO 1080P TURRET EXIR 0.01LUX  IR40M IP66 PLASTICA HIKVISION;101;02 - CCTV;0202 - CAMARAS ANALOGAS                        ;0002 - HIKVISION                               ;
DS-K1T804BMF;0.00;TERMINAL C/ACCESO HUELLA/TARJETA MIFARE;101;04 - CONTROL DE ACCESO;0401 - ACCESORIOS DE ACCESO                    ;0002 - HIKVISION                               ;
DS-2CD1643G0-IZ;0.00;CAMARA IP 4MP BALA H265+VARIFOCAL MOTOF2.8-12 120DB IR30M IP67 METAL;101;02 - CCTV;0203 - CAMARAS IP                              ;0002 - HIKVISION                               ;
DS-2CD1043G0-I;3.00;CAMARA IP 4MP BALA H265+ DWDR D/NF2.8MM IR30M IP67 SEMIMETAL;101;02 - CCTV;0203 - CAMARAS IP                              ;0002 - HIKVISION                               ;
DS-2CD2955FWD-IS;0.00;CAMARA IP OJO DE PESCADO 5MP PANORAMICA 180°-360° EXIR  8M IR 265+  WDR 120 DB;101;02 - CCTV;0203 - CAMARAS IP                              ;0002 - HIKVISION                               ;
DS-2CD2955FWD-IS;0.00;CAMARA IP OJO DE PESCADO 5MP PANORAMICA 180°-360° EXIR  8M IR 265+  WDR 120 DB;103;02 - CCTV;0203 - CAMARAS IP                              ;0002 - HIKVISION                               ;
DS-2CD1743G0-IZ;0.00;CAMARA IP 4MP DOMO H265+VARIFOCAL MOTO120DB IR30M IP67 IK10 METAL HIKVISION;101;02 - CCTV;0203 - CAMARAS IP                              ;0002 - HIKVISION                               ;
DS-1H18S/E;63.00;BALUN PASIVO 8MP HASTA 150M HDTVI/HDCVI/AHD;101;02 - CCTV;0201 - ACCESORIOS CCTV                         ;0002 - HIKVISION                               ;
DS-2CE10HFT-F28;0.00;CAMARA TURBO 5MP BALA EXIR 0.0005LUX 3DDNR WDR 130 dB F2.8MM COLOR VU  IP67 METAL;101;02 - CCTV;0202 - CAMARAS ANALOGAS                        ;0002 - HIKVISION                               ;
SD22204UEN-GN;0.00;CAMARA MINI PTZ 2MP IP,D/N_x000D_REAL,WDR,4X,2.7-11MM,H.265,IVS,IP66,IK10,POE,METALICA;101;02 - CCTV;0206 - DOMOS PTZ                               ;0010 - DAHUA                                   ;
IPCXVR7208AS2;0.00;XVR 8CH 5EN1, 30FPS POR 8CH@720P/1080P, AUDIO 4 IN/ 1 OUT7ALARMA8IN/1OUT , 2 USB (2.0), RS485, SOPORTA 1 SATA 6TB(DETC. ROSTRO Y VIDEO INTELIGENTE );101;02 - CCTV;0207 - GRABADORES ANALOGOS                     ;0016 - IPC SECURITY                            ;
ST2000VX003;0.00;"DISCO DURO 2TB,3.5"",SEAGATE,OPTIMIZADO PARA VIGILANCIA INDUSTRIA Y PRECISIÓN PARA TRABAJO 24X7";101;02 - CCTV;0210 - STORAGE                                 ;0001 - GENERICO                                ;
DH-SD59131IN-HC-S2;0.00;PTZ,HDCVI/CVBS,1MP,1/2,8” STARVIS CMOS,ZOOM31X, WDR120DB,IP66,4 IR 150M,ALAR2/1,1 IN AUDIO, STARLIGHT;101;02 - CCTV;0206 - DOMOS PTZ                               ;0010 - DAHUA                                   ;
EST-100RO;0.00;LUZ ESTROBOSCOPICA COLOR ROJO TECNOLOGÍA LED SMD DE BAJO CONSUMO ILUMINACIÓN ULTRABRILLANTE CON 24 LED ALIMENTACIÓN DE 12 VCC O 24 VCC ( HASTA 150 DESTELLOS POR MINUTO);101;06 - ACCESORIOS;0601 - ACCESORIOS                              ;0001 - GENERICO                                ;
DH-SD49225N-HC-LA1;1.00;"DOMO PTZ 4 EN 1 1/2.8"" CMOS 1080P ZOOM 25X IP66 INCLUYE SOPORTE SIN FUENTE";101;02 - CCTV;0206 - DOMOS PTZ                               ;0010 - DAHUA                                   ;
DH-SD49225N-HC-LA1;0.00;"DOMO PTZ 4 EN 1 1/2.8"" CMOS 1080P ZOOM 25X IP66 INCLUYE SOPORTE SIN FUENTE";103;02 - CCTV;0206 - DOMOS PTZ                               ;0010 - DAHUA                                   ;
DH-XVR5116HS-I3;1.00;XVR 16CH+8CH IP GRABACION 2CH HASTA 5M-N 14CH HASTA 4M-N 1 HDMI 1 SATA RS485 H265+ SMD PLUS;101;02 - CCTV;0207 - GRABADORES ANALOGOS                     ;0010 - DAHUA                                   ;
DH-XVR5116HS-I3;0.00;XVR 16CH+8CH IP GRABACION 2CH HASTA 5M-N 14CH HASTA 4M-N 1 HDMI 1 SATA RS485 H265+ SMD PLUS;201;02 - CCTV;0207 - GRABADORES ANALOGOS                     ;0010 - DAHUA                                   ;
DH-XVR5116HS-I3;0.00;XVR 16CH+8CH IP GRABACION 2CH HASTA 5M-N 14CH HASTA 4M-N 1 HDMI 1 SATA RS485 H265+ SMD PLUS;103;02 - CCTV;0207 - GRABADORES ANALOGOS                     ;0010 - DAHUA                                   ;
iDS-7204HQHI-M1/S;1.00;DVR 4CH TURBO 4MP LITE 1BAHIA/10TB H.265+   DETECCIÓN FACIAL ANALITICAS 30FPS HDMI/VGA METAL  2ND GEN ACUSENSE HIKVISION;101;02 - CCTV;0207 - GRABADORES ANALOGOS                     ;0002 - HIKVISION                               ;
DH-HAC-HDW1220RN-VF;15.00;"DOMO VARIFOCAL HDCVI 4EN1, 2MP 1080P, CMOS1/2,9"",2.7A12MM,24LED""S SMART IR 30MTS, 0.02LUX,METAL,IP67";101;02 - CCTV;0202 - CAMARAS ANALOGAS                        ;0010 - DAHUA                                   ;
DS-2CD1023G0E-I;0.00;"CAMARA BULLET DE TECNOLGIA IP Y RESOLUCIÓN DE 2 MAGAPIXELES (1920 X 1080 25 IPS). ÓPTICA FIJA 2,8 MM COMPRESIÓN H.265+/H,265/H.264+/H.264 SENSOR CMOS 1/2,8"" DE ESCANEADO PROGRECIVO";101;02 - CCTV;0203 - CAMARAS IP                              ;0002 - HIKVISION                               ;
DS-2CD1023G0E-I;0.00;"CAMARA BULLET DE TECNOLGIA IP Y RESOLUCIÓN DE 2 MAGAPIXELES (1920 X 1080 25 IPS). ÓPTICA FIJA 2,8 MM COMPRESIÓN H.265+/H,265/H.264+/H.264 SENSOR CMOS 1/2,8"" DE ESCANEADO PROGRECIVO";103;02 - CCTV;0203 - CAMARAS IP                              ;0002 - HIKVISION                               ;
DS-7616NI-Q2/16P;0.00;NVR 16 CANALES HD 160MBPS 4K 2BAHIAS/6TB110-220VAC H265+ METAL;101;02 - CCTV;0208 - GRABADORES IP                           ;0002 - HIKVISION                               ;
THC-T110-P;0.00;CAMARA TURBO 720P INT TURRET D/NF2.8 EXIR  IR20M PLASTICA HILOOK;101;02 - CCTV;0202 - CAMARAS ANALOGAS                        ;0002 - HIKVISION                               ;
DM10;2.00;EXPANSOR DE PUERTA PARA CONTROLADOR C2-260, SOPORTA 2 WIEGAND(1 PUERTA LECTOR-LECTOR Ó 1 PUERTA LECTOR BOTÓN), 1 AUX IN, 1 AUX OUT, 12V IN Y OUT Y RS485 PARA CASCADA.;101;04 - CONTROL DE ACCESO;0401 - ACCESORIOS DE ACCESO                    ;0009 - ZK TECO                                 ;
PADLOCK;0.00;CANDADO BIOMETRICO CAPACIDAD 10 HUELLAS CARGA POR PUERTO MICRO-USB PARA INTERIORES;101;04 - CONTROL DE ACCESO;0403 - CONTROLADORAS                           ;0009 - ZK TECO                                 ;
DS-2CE10DF0T-F(2.8mm);0.00;CAMARA TURBO 1080P BALA  F2.8mm 0.001LUX F1.0   24/7 COLORVU  20M 3D DNR  DWDR IP67 LUZ BLANCA METALICA;101;02 - CCTV;0202 - CAMARAS ANALOGAS                        ;0002 - HIKVISION                               ;
DHI-NVR5432-4KS2;0.00;NVR32CH4K,12MP,H,265,320MBPS,AUD1 IN/1OUT,ALARM1 6IN/6OUT PTZ,DET MOVIMIENTO,IVS INTELIGENTE, 4HDD8TB.;101;02 - CCTV;0208 - GRABADORES IP                           ;0010 - DAHUA                                   ;
DH-IPC-HDPW1431R1N-0280B-S4;0.00;"CAMARA IP DOMO SEMIMETALICO 1/3"" CMOS 4MP@20FPS LENTE 2,8MM FOV 101° WDR 120DB IR 30M H.265+ POE";101;02 - CCTV;0203 - CAMARAS IP                              ;0010 - DAHUA                                   ;
DH-PFS3006-4ET-60;0.00;SWITCH POE 4 CH, 1 CH HIPOE, POTENCIA DE 60W.;101;05 - TRANSMISION;0504 - TRANSMISION                             ;0010 - DAHUA                                   ;
DS-K2602;0.00;PANEL CONTROL DE ACCESO 2 PUERTAS WIEGAND TCP/IP PRO;101;04 - CONTROL DE ACCESO;0403 - CONTROLADORAS                           ;0002 - HIKVISION                               ;
NUIMN-7273;0.00;UPS INTERACTIVA 1000VA REF. MICRONET1000;101;06 - ACCESORIOS;0604 - UPS                                     ;0008 - NICOMAR                                 ;
DVR-204G-F1;0.00;DVR 4CH TURBO 1080P LITE @ 25 FPS/CH 1BAHIA/6TBH.264+ 1CH IP  HDMI/VGA HILOOK;101;02 - CCTV;0207 - GRABADORES ANALOGOS                     ;0002 - HIKVISION                               ;
DHI-LM24-B200-B3-V2;0.00;"MONITOR 23.8"" RETROILUMINACION LED 1080P ANGULO DE VISIÓN 178°(H)/178°(V) HDMI/VGA";101;02 - CCTV;0209 - SERVIDORES Y MONITOREO                  ;0010 - DAHUA                                   ;
CLVR02Z;0.00;CENTRAL DE DETECCIÓN DE INCENDIO CONVENCIONAL. 2 ZONAS.  2 SALIDAS SUPERVISADAS DE SIRENA. 1 SALIDA DE ALARMA. EN54/2-4;101;03 - DETECCION DE INCENDIOS;0303 - CENTRALES DE DETECCION Y EXTINCION      ;0012 - COFEM                                   ;
CLVR02Z;1.00;CENTRAL DE DETECCIÓN DE INCENDIO CONVENCIONAL. 2 ZONAS.  2 SALIDAS SUPERVISADAS DE SIRENA. 1 SALIDA DE ALARMA. EN54/2-4;105;03 - DETECCION DE INCENDIOS;0303 - CENTRALES DE DETECCION Y EXTINCION      ;0012 - COFEM                                   ;
SDCS2-32GB-JP;0.00;MICRO SD 32GB KINGSTON CLASE 10 UHS-I LECTURA_x000D_ HASTA 100MB/S;101;02 - CCTV;0210 - STORAGE                                 ;0001 - GENERICO                                ;
SDCS2-32GB-JP;1.00;MICRO SD 32GB KINGSTON CLASE 10 UHS-I LECTURA_x000D_ HASTA 100MB/S;105;02 - CCTV;0210 - STORAGE                                 ;0001 - GENERICO                                ;
DH-IPC-HDBW4431EN-ASE-0360B;0.00;CAMARA IP TIPO DOMO ANTIVANDALICO, 4MP, 1/3”STARVIS CMOS, LENTE 3,6MM,  H.265+, IVS, FACE DETECTION;101;02 - CCTV;0203 - CAMARAS IP                              ;0010 - DAHUA                                   ;
DS-K1101M;0.00;LECTOR DE TARJETAS MIFARE IP RS485 Y WIEGAND (W26/W34)ALAMA APRUEBA DE MANPULACIONES;101;04 - CONTROL DE ACCESO;0404 - LECTORAS                                ;0002 - HIKVISION                               ;
K641;1.00;TECLADO LCD DE 32 CARACTERES PARA CENTRALES_x000D_ EVO;101;01 - DETECCION ROBO;0105 - PANELES DE ALARMA                       ;0003 - PARADOX                                 ;
